 ,model,top_speed_kmh,battery_capacity_kWh,number_of_cells,torque_nm,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url,volume,battery/volume, size sum,battery/size
Fiat,500e Hatchback 24 kWh,135,21.0,108.0,220,135,9.0,40.0,CCS,0,185,4,FWD,B - Compact,3631,1683,1529,Hatchback,https://ev-database.org/car/1327/Fiat-500e-Hatchback-24-kWh,9.343677717,2.247509025,6.843,3.068829461
Fiat,500e Hatchback 42 kWh,150,37.0,192.0,220,235,9.0,67.0,CCS,0,185,4,FWD,B - Compact,3631,1683,1529,Hatchback,https://ev-database.org/car/1285/Fiat-500e-Hatchback-42-kWh,9.343677717,3.959896854,6.843,5.40698524
Fiat,600e,150,51.0,102.0,260,310,9.0,79.0,CCS,0,360,5,FWD,JB - Compact,4171,1781,1523,SUV,https://ev-database.org/car/1945/Fiat-600e,11.31368317,4.507815821,7.475,6.822742475
Fiat,Grande Panda,132,44.0,163.0,122,260,11.0,60.0,CCS,550,361,5,FWD,B - Compact,3999,1763,1570,Hatchback,https://ev-database.org/car/2251/Fiat-Grande-Panda,11.06887209,3.975111433,7.332,6.001091107
Ford,Capri Extended Range AWD,180,79.0,288.0,679,455,5.3,135.0,CCS,1200,572,5,AWD,D - Large,4643,1872,1626,Liftback Sedan,https://ev-database.org/car/2242/Ford-Capri-Extended-Range-AWD,14.1326977,5.589874042,8.141,9.703967572
Ford,Capri Extended Range RWD,180,77.0,288.0,545,455,6.4,120.0,CCS,1000,572,5,RWD,D - Large,4643,1872,1626,Liftback Sedan,https://ev-database.org/car/2241/Ford-Capri-Extended-Range-RWD,14.1326977,5.448358244,8.141,9.458297506
Ford,Capri Standard Range RWD,160,52.0,192.0,310,320,9.0,85.0,CCS,1000,572,5,RWD,D - Large,4643,1872,1626,Liftback Sedan,https://ev-database.org/car/2240/Ford-Capri-Standard-Range-RWD,14.1326977,3.679410762,8.141,6.387421693
Ford,Explorer Extended Range AWD,180,79.0,288.0,679,440,5.3,135.0,CCS,1200,536,5,AWD,JC - Medium,4468,1871,1639,SUV,https://ev-database.org/car/2169/Ford-Explorer-Extended-Range-AWD,13.70143029,5.765821401,7.978,9.902231136
Ford,Explorer Extended Range RWD,180,77.0,288.0,545,435,6.4,120.0,CCS,1000,536,5,RWD,JC - Medium,4468,1871,1630,SUV,https://ev-database.org/car/2168/Ford-Explorer-Extended-Range-RWD,13.62619364,5.650881092,7.969,9.662441963
Ford,Explorer Standard Range RWD,160,52.0,192.0,310,305,8.7,85.0,CCS,1000,536,5,RWD,JC - Medium,4468,1871,1630,SUV,https://ev-database.org/car/2167/Ford-Explorer-Standard-Range-RWD,13.62619364,3.816179439,7.969,6.525285481
Ford,Mustang Mach-E ER AWD (MY25),180,88.0,235.0,675,435,4.8,105.0,CCS,1500,519,5,AWD,JD - Large,4713,1881,1624,SUV,https://ev-database.org/car/3189/Ford-Mustang-Mach-E-ER-AWD,14.39700847,6.112380928,8.218,10.70820151
Ford,Mustang Mach-E ER AWD (MY24),180,91.0,376.0,675,445,4.6,115.0,CCS,1500,519,5,AWD,JD - Large,4713,1881,1624,SUV,https://ev-database.org/car/2279/Ford-Mustang-Mach-E-ER-AWD,14.39700847,6.32075755,8.218,11.07325383
Ford,Mustang Mach-E ER RWD (MY25),180,88.0,306.0,525,475,6.1,105.0,CCS,1500,519,5,RWD,JD - Large,4713,1881,1624,SUV,https://ev-database.org/car/3188/Ford-Mustang-Mach-E-ER-RWD,14.39700847,6.112380928,8.218,10.70820151
Ford,Mustang Mach-E ER RWD (MY24),180,91.0,376.0,525,480,5.9,115.0,CCS,1500,519,5,RWD,JD - Large,4713,1881,1624,SUV,https://ev-database.org/car/2278/Ford-Mustang-Mach-E-ER-RWD,14.39700847,6.32075755,8.218,11.07325383
Ford,Mustang Mach-E GT (MY24),200,91.0,376.0,950,425,3.8,115.0,CCS,750,519,5,AWD,JD - Large,4743,1881,1613,SUV,https://ev-database.org/car/2280/Ford-Mustang-Mach-E-GT,14.39051338,6.323610395,8.237,11.04771155
Ford,Mustang Mach-E GT (MY25),200,91.0,376.0,950,435,3.8,115.0,CCS,750,519,5,AWD,JD - Large,4743,1881,1613,SUV,https://ev-database.org/car/3190/Ford-Mustang-Mach-E-GT,14.39051338,6.323610395,8.237,11.04771155
Ford,Mustang Mach-E Rally (MY25),200,91.0,376.0,950,415,3.9,115.0,CCS,750,519,5,AWD,JD - Large,4743,1881,1633,SUV,https://ev-database.org/car/3191/Ford-Mustang-Mach-E-Rally,14.56894504,6.246162626,8.257,11.02095192
Ford,Mustang Mach-E Rally (MY24),200,91.0,376.0,950,410,3.9,115.0,CCS,750,519,5,AWD,JD - Large,4743,1881,1633,SUV,https://ev-database.org/car/2275/Ford-Mustang-Mach-E-Rally,14.56894504,6.246162626,8.257,11.02095192
Ford,Mustang Mach-E SR RWD (MY24),180,73.0,247.0,525,385,6.2,100.0,CCS,750,519,5,RWD,JD - Large,4713,1881,1624,SUV,https://ev-database.org/car/2277/Ford-Mustang-Mach-E-SR-RWD,14.39700847,5.070497815,8.218,8.882939888
Ford,Mustang Mach-E SR RWD (MY25),180,73.0,247.0,525,380,6.2,100.0,CCS,750,519,5,RWD,JD - Large,4713,1881,1624,SUV,https://ev-database.org/car/3187/Ford-Mustang-Mach-E-SR-RWD,14.39700847,5.070497815,8.218,8.882939888
Ford,Puma Gen-E,160,44.0,155.0,290,275,8.0,85.0,CCS,750,523,5,FWD,JB - Compact,4214,1805,1555,SUV,https://ev-database.org/car/3073/Ford-Puma-Gen-E,11.82774985,3.720065148,7.574,5.809347769
Ford,e-Tourneo Courier,145,44.0,114.0,290,200,11.0,80.0,CCS,750,568,5,FWD,N - Passenger Van,4337,1876,1817,Small Passenger Van,https://ev-database.org/car/3166/Ford-e-Tourneo-Courier,14.7834972,2.976291698,8.03,5.479452055
Ford,e-Tourneo Custom L1 160 kW,130,64.0,144.0,415,235,9.0,70.0,CCS,2000,672,8,RWD,N - Passenger Van,5050,1999,1959,Small Passenger Van,https://ev-database.org/car/3162/Ford-e-Tourneo-Custom-L1-160-kW,19.77600705,3.236244801,9.008,7.104795737
Ford,e-Tourneo Custom L1 210 kW,130,64.0,144.0,415,235,8.0,70.0,CCS,2000,672,8,RWD,N - Passenger Van,5050,1999,1959,Small Passenger Van,https://ev-database.org/car/3163/Ford-e-Tourneo-Custom-L1-210-kW,19.77600705,3.236244801,9.008,7.104795737
Ford,e-Tourneo Custom L2 160 kW,150,64.0,144.0,415,235,9.0,70.0,CCS,2000,672,8,RWD,N - Passenger Van,5908,1999,1959,Small Passenger Van,https://ev-database.org/car/3164/Ford-e-Tourneo-Custom-L2-160-kW,23.13597023,2.766255289,9.866,6.486924792
Ford,e-Tourneo Custom L2 210 kW,150,64.0,144.0,415,235,8.0,70.0,CCS,2000,672,8,RWD,N - Passenger Van,5908,1999,1959,Small Passenger Van,https://ev-database.org/car/3165/Ford-e-Tourneo-Custom-L2-210-kW,23.13597023,2.766255289,9.866,6.486924792
GWM,ORA 03 48 kWh,160,45.0,171.0,250,260,8.3,45.0,CCS,0,228,5,FWD,C - Medium,4235,1825,1603,Hatchback,https://ev-database.org/car/2091/GWM-ORA-03-48-kWh,12.38938663,3.632141071,7.663,5.872373744
GWM,ORA 03 63 kWh,160,59.0,171.0,250,340,8.2,56.0,CCS,0,228,5,FWD,C - Medium,4235,1825,1603,Hatchback,https://ev-database.org/car/2092/GWM-ORA-03-63-kWh,12.38938663,4.762140515,7.663,7.699334464
GWM,ORA 03 GT,160,59.0,171.0,250,325,8.2,56.0,CCS,0,228,5,FWD,C - Medium,4254,1848,1603,Hatchback,https://ev-database.org/car/2093/GWM-ORA-03-GT,12.60181138,4.681866617,7.705,7.657365347
GWM,ORA 07 GT,180,84.0,354.0,680,430,4.5,80.0,CCS,0,333,5,AWD,D - Large,4871,1862,1500,Sedan,https://ev-database.org/car/2247/GWM-ORA-07-GT,13.604703,6.174335449,8.233,10.20284222
GWM,ORA 07 Pro,170,64.0,137.0,340,350,8.2,75.0,CCS,0,333,5,FWD,D - Large,4871,1862,1500,Sedan,https://ev-database.org/car/2246/GWM-ORA-07-Pro,13.604703,4.70425558,8.233,7.773594073
GWM,ORA 07 Pure,170,64.0,137.0,340,350,8.2,75.0,CCS,0,333,5,FWD,D - Large,4871,1862,1500,Sedan,https://ev-database.org/car/2245/GWM-ORA-07-Pure,13.604703,4.70425558,8.233,7.773594073
Genesis,G80 Electrified Luxury,225,82.0,257.0,700,440,4.9,160.0,CCS,1471,354,5,AWD,F - Luxury,5005,1925,1470,Sedan,https://ev-database.org/car/1703/Genesis-G80-Electrified-Luxury,14.16289875,5.789775204,8.4,9.761904762
Genesis,GV60 Premium,185,74.0,384.0,350,390,7.8,200.0,CCS,1600,432,5,RWD,JC - Medium,4515,1890,1580,SUV,https://ev-database.org/car/1647/Genesis-GV60-Premium,13.482693,5.488517761,7.985,9.267376331
Genesis,GV60 Sport,200,74.0,384.0,605,375,5.5,200.0,CCS,1600,432,5,AWD,JC - Medium,4515,1890,1580,SUV,https://ev-database.org/car/1648/Genesis-GV60-Sport,13.482693,5.488517761,7.985,9.267376331
Genesis,GV60 Sport Plus,235,74.0,384.0,700,360,4.0,200.0,CCS,1600,432,5,AWD,JC - Medium,4515,1890,1580,SUV,https://ev-database.org/car/1649/Genesis-GV60-Sport-Plus,13.482693,5.488517761,7.985,9.267376331
Genesis,GV70 Electrified Sport,235,74.0,384.0,700,350,4.2,190.0,CCS,1800,503,5,AWD,JD - Large,4715,1910,1630,SUV,https://ev-database.org/car/1725/Genesis-GV70-Electrified-Sport,14.6792095,5.041143394,8.255,8.964264082
Honda,e:Ny1,160,62.0,204.0,310,335,7.6,60.0,CCS,0,361,5,FWD,JB - Compact,4387,1790,1584,SUV,https://ev-database.org/car/1940/Honda-eNy1,12.43872432,4.984433966,7.761,7.988661255
Hongqi,E-HS9 120 kWh,200,112.0,264.0,750,455,4.9,110.0,CCS,1500,438,5,AWD,JF - Luxury,5209,2010,1731,SUV,https://ev-database.org/car/2050/Hongqi-E-HS9-120-kWh,18.12372579,6.179744789,8.95,12.51396648
Hongqi,E-HS9 84 kWh,200,76.0,313.0,600,320,6.5,112.0,CCS,1500,438,5,AWD,JF - Luxury,5209,2010,1731,SUV,https://ev-database.org/car/1746/Hongqi-E-HS9-84-kWh,18.12372579,4.193398249,8.95,8.491620112
Hongqi,E-HS9 99 kWh,200,90.0,264.0,750,370,4.9,112.0,CCS,1500,438,5,AWD,JF - Luxury,5209,2010,1731,SUV,https://ev-database.org/car/1747/Hongqi-E-HS9-99-kWh,18.12372579,4.965866348,8.95,10.05586592
Hyundai,INSTER Long Range,150,46.0,89.0,147,300,10.6,70.0,CCS,79,280,4,FWD,JA - Mini,3825,1610,1575,SUV,https://ev-database.org/car/2231/Hyundai-INSTER-Long-Range,9.69924375,4.742637796,7.01,6.562054208
Hyundai,INSTER Standard Range,140,39.0,89.0,147,255,11.7,60.0,CCS,79,280,4,FWD,JA - Mini,3825,1610,1575,SUV,https://ev-database.org/car/2230/Hyundai-INSTER-Standard-Range,9.69924375,4.020932044,7.01,5.563480742
Hyundai,IONIQ 5 63 kWh RWD (MY24),185,60.0,288.0,350,345,8.5,150.0,CCS,750,520,5,RWD,JC - Medium,4655,1890,1605,SUV,https://ev-database.org/car/2235/Hyundai-IONIQ-5-63-kWh-RWD,14.12070975,4.249078202,8.15,7.36196319
Hyundai,IONIQ 5 84 kWh AWD (MY24),185,80.0,384.0,605,445,5.3,205.0,CCS,1600,520,5,AWD,JC - Medium,4655,1890,1605,SUV,https://ev-database.org/car/2237/Hyundai-IONIQ-5-84-kWh-AWD,14.12070975,5.665437603,8.15,9.81595092
Hyundai,IONIQ 5 84 kWh RWD (MY24),185,80.0,384.0,350,450,7.5,205.0,CCS,1600,520,5,RWD,JC - Medium,4655,1890,1605,SUV,https://ev-database.org/car/2236/Hyundai-IONIQ-5-84-kWh-RWD,14.12070975,5.665437603,8.15,9.81595092
Hyundai,IONIQ 5 N (MY24),260,80.0,384.0,740,390,3.4,205.0,CCS,0,480,5,AWD,JC - Medium,4715,1940,1585,SUV,https://ev-database.org/car/2044/Hyundai-IONIQ-5-N,14.4981535,5.517944061,8.24,9.708737864
Hyundai,IONIQ 6 Long Range 2WD,185,74.0,384.0,350,495,7.4,200.0,CCS,1500,401,5,RWD,D - Large,4855,1880,1495,Sedan,https://ev-database.org/car/1718/Hyundai-IONIQ-6-Long-Range-2WD,13.645463,5.423047939,8.23,8.991494532
Hyundai,IONIQ 6 Long Range AWD,185,74.0,384.0,605,440,5.1,200.0,CCS,1500,401,5,AWD,D - Large,4855,1880,1495,Sedan,https://ev-database.org/car/1719/Hyundai-IONIQ-6-Long-Range-AWD,13.645463,5.423047939,8.23,8.991494532
Hyundai,IONIQ 6 Standard Range 2WD,185,50.0,264.0,350,335,8.8,120.0,CCS,750,401,5,RWD,D - Large,4855,1880,1495,Sedan,https://ev-database.org/car/1717/Hyundai-IONIQ-6-Standard-Range-2WD,13.645463,3.66422158,8.23,6.075334143
Hyundai,IONIQ 9 Long Range AWD,200,106.0,2486.0,605,490,6.7,195.0,CCS,2500,338,7,AWD,JF - Luxury,5060,1980,1790,SUV,https://ev-database.org/car/3068/Hyundai-IONIQ-9-Long-Range-AWD,17.933652,5.910675639,8.83,12.00453001
Hyundai,IONIQ 9 Long Range RWD,185,106.0,346.0,350,500,9.4,195.0,CCS,1600,338,7,RWD,JF - Luxury,5060,1980,1790,SUV,https://ev-database.org/car/3067/Hyundai-IONIQ-9-Long-Range-RWD,17.933652,5.910675639,8.83,12.00453001
Hyundai,IONIQ 9 Performance AWD,200,106.0,286.0,700,480,5.2,195.0,CCS,2500,338,7,AWD,JF - Luxury,5060,1980,1790,SUV,https://ev-database.org/car/3069/Hyundai-IONIQ-9-Performance-AWD,17.933652,5.910675639,8.83,12.00453001
Hyundai,Kona Electric 48 kWh,160,48.0,151.0,255,295,8.8,50.0,CCS,300,466,5,FWD,JB - Compact,4355,1825,1575,SUV,https://ev-database.org/car/1829/Hyundai-Kona-Electric-48-kWh,12.51790313,3.834508026,7.755,6.189555126
Hyundai,Kona Electric 65 kWh,170,65.0,112.0,255,390,7.8,86.0,CCS,750,466,5,FWD,JB - Compact,4355,1825,1575,SUV,https://ev-database.org/car/1830/Hyundai-Kona-Electric-65-kWh,12.51790313,5.192562952,7.755,8.381689233
Jaguar,I-Pace EV400,200,85.0,432.0,696,380,4.8,85.0,CCS,750,505,5,AWD,JD - Large,4682,2011,1566,SUV,https://ev-database.org/car/1812/Jaguar-I-Pace-EV400,14.74467613,5.76479261,8.259,10.29180288
Jeep,Avenger Electric,150,51.0,102.0,260,310,9.0,85.0,CCS,0,355,5,FWD,JB - Compact,4084,1776,1528,SUV,https://ev-database.org/car/1816/Jeep-Avenger-Electric,11.08286515,4.601698144,7.388,6.903086086
Jeep,Compass Electric 74 kWh,180,74.0,216.0,345,370,8.5,90.0,CCS,1000,550,5,FWD,JC - Medium,4552,1928,1675,SUV,https://ev-database.org/car/3181/Jeep-Compass-Electric-74-kWh,14.7002288,5.033935254,8.155,9.074187615
KGM,Torres EVX,175,72.0,3596.0,339,370,8.1,85.0,CCS,1500,839,5,FWD,JC - Medium,4715,1890,1725,SUV,https://ev-database.org/car/2189/KGM-Torres-EVX,15.37207875,4.683816754,8.33,8.643457383
Kia,EV3 Long Range,170,78.0,216.0,283,455,7.7,105.0,CCS,1000,460,5,FWD,JB - Compact,4300,1850,1560,SUV,https://ev-database.org/car/2212/Kia-EV3-Long-Range,12.4098,6.285355123,7.71,10.11673152
Kia,EV3 Standard Range,170,55.0,164.0,283,325,7.5,80.0,CCS,300,460,5,FWD,JB - Compact,4300,1850,1560,SUV,https://ev-database.org/car/2211/Kia-EV3-Standard-Range,12.4098,4.431981176,7.71,7.133592737
Kia,EV4 Hatchback Long Range,170,78.0,3879.0,283,475,7.7,105.0,CCS,1093,435,5,FWD,C - Medium,4430,1860,1485,Hatchback,https://ev-database.org/car/3124/Kia-EV4-Hatchback-Long-Range,12.236103,6.374578573,7.775,10.03215434
Kia,EV4 Hatchback Standard Range,170,55.0,174.0,283,340,7.4,80.0,CCS,421,435,5,FWD,C - Medium,4430,1860,1485,Hatchback,https://ev-database.org/car/3123/Kia-EV4-Hatchback-Standard-Range,12.236103,4.494895148,7.775,7.073954984
Kia,EV4 Sedan Long Range,170,78.0,146.0,283,495,7.7,105.0,CCS,650,490,5,FWD,C - Medium,4730,1860,1480,Sedan,https://ev-database.org/car/3122/Kia-EV4-Sedan-Long-Range,13.020744,5.990441099,8.07,9.665427509
Kia,EV4 Sedan Standard Range,170,55.0,146.0,283,355,7.4,80.0,CCS,400,490,5,FWD,C - Medium,4730,1860,1480,Sedan,https://ev-database.org/car/3121/Kia-EV4-Sedan-Standard-Range,13.020744,4.22402898,8.07,6.815365551
Kia,EV6 GT,260,80.0,384.0,770,385,3.5,205.0,CCS,1800,480,5,AWD,JC - Medium,4695,1890,1545,SUV,https://ev-database.org/car/3079/Kia-EV6-GT,13.70963475,5.835312279,8.13,9.840098401
Kia,EV6 Long Range 2WD,185,80.0,384.0,350,455,7.3,205.0,CCS,1800,490,5,RWD,JC - Medium,4695,1880,1575,SUV,https://ev-database.org/car/3028/Kia-EV6-Long-Range-2WD,13.901895,5.754611152,8.15,9.81595092
Kia,EV6 Long Range AWD,185,80.0,384.0,605,440,5.2,205.0,CCS,1800,490,5,AWD,JC - Medium,4695,1880,1575,SUV,https://ev-database.org/car/3029/Kia-EV6-Long-Range-AWD,13.901895,5.754611152,8.15,9.81595092
Kia,EV6 Standard Range 2WD,185,60.0,288.0,350,345,8.7,150.0,CCS,750,490,5,RWD,JC - Medium,4695,1880,1575,SUV,https://ev-database.org/car/3030/Kia-EV6-Standard-Range-2WD,13.901895,4.315958364,8.15,7.36196319
Kia,EV9 76.1 kWh RWD,190,73.0,348.0,350,355,8.5,160.0,CCS,900,333,7,RWD,JF - Luxury,5010,1980,1755,SUV,https://ev-database.org/car/1833/Kia-EV9-761-kWh-RWD,17.409249,4.19317341,8.745,8.347627216
Kia,EV9 99.8 kWh AWD,200,96.0,456.0,600,435,6.0,194.0,CCS,2500,333,7,AWD,JF - Luxury,5010,1980,1755,SUV,https://ev-database.org/car/1835/Kia-EV9-998-kWh-AWD,17.409249,5.514310238,8.745,10.97770154
Kia,EV9 99.8 kWh AWD GT,220,96.0,456.0,740,420,4.6,194.0,CCS,2500,333,7,AWD,JF - Luxury,5015,1980,1755,SUV,https://ev-database.org/car/3196/Kia-EV9-998-kWh-AWD-GT,17.4266235,5.508812421,8.75,10.97142857
Kia,EV9 99.8 kWh AWD GT-Line,200,96.0,456.0,700,425,5.3,194.0,CCS,2500,333,7,AWD,JF - Luxury,5015,1980,1780,SUV,https://ev-database.org/car/1993/Kia-EV9-998-kWh-AWD-GT-Line,17.674866,5.43144146,8.775,10.94017094
Kia,EV9 99.8 kWh RWD,185,96.0,456.0,350,450,9.4,194.0,CCS,900,333,7,RWD,JF - Luxury,5010,1980,1755,SUV,https://ev-database.org/car/1834/Kia-EV9-998-kWh-RWD,17.409249,5.514310238,8.745,10.97770154
Kia,Niro EV,167,65.0,96.0,255,385,7.8,70.0,CCS,750,475,5,FWD,JC - Medium,4420,1825,1570,SUV,https://ev-database.org/car/1666/Kia-Niro-EV,12.664405,5.132495368,7.815,8.317338452
Lancia,Ypsilon,150,48.0,96.0,260,310,8.2,80.0,CCS,0,309,5,FWD,B - Compact,4080,1760,1440,Hatchback,https://ev-database.org/car/2117/Lancia-Ypsilon,10.340352,4.642008318,7.28,6.593406593
Leapmotor,C10,170,70.0,277.0,320,350,7.5,70.0,CCS,1500,435,5,RWD,JD - Large,4739,1900,1680,SUV,https://ev-database.org/car/3040/Leapmotor-C10,15.126888,4.627521536,8.319,8.414472893
Leapmotor,T03,130,36.0,156.0,158,225,12.7,30.0,CCS,0,210,4,FWD,A - Mini,3620,1652,1577,Hatchback,https://ev-database.org/car/3039/Leapmotor-T03,9.43083848,3.817263977,6.849,5.256241787
Lexus,RZ 300e,160,64.0,96.0,266,365,8.0,100.0,CCS,750,522,5,FWD,JC - Medium,4690,1860,1600,SUV,https://ev-database.org/car/3027/Lexus-RZ-300e,13.95744,4.58536809,8.15,7.852760736
Lexus,RZ 450e,160,64.0,96.0,435,350,5.6,100.0,CCS,750,522,5,AWD,JD - Large,4805,1895,1635,SUV,https://ev-database.org/car/1677/Lexus-RZ-450e,14.88745163,4.298922449,8.335,7.678464307
Lexus,UX 300e,160,64.0,96.0,300,340,7.5,35.0,CHAdeMO,0,316,5,FWD,JC - Medium,4495,1840,1545,SUV,https://ev-database.org/car/1943/Lexus-UX-300e,12.778386,5.00845725,7.88,8.121827411
Lotus,Eletre,250,109.0,2383.0,710,495,4.5,259.0,CCS,2250,611,5,AWD,JF - Luxury,5103,2019,1630,SUV,https://ev-database.org/car/1767/Lotus-Eletre,16.79381991,6.490482843,8.752,12.45429616
Lotus,Eletre R,260,109.0,2398.0,985,455,2.9,259.0,CCS,2250,611,5,AWD,JF - Luxury,5103,2019,1636,SUV,https://ev-database.org/car/1768/Lotus-Eletre-R,16.85563765,6.466679117,8.758,12.44576387
Lotus,Eletre S,250,109.0,2383.0,710,480,4.5,259.0,CCS,2250,611,5,AWD,JF - Luxury,5103,2019,1630,SUV,https://ev-database.org/car/2066/Lotus-Eletre-S,16.79381991,6.490482843,8.752,12.45429616
Lotus,Emeya,250,99.0,2398.0,710,520,4.2,240.0,CCS,2250,509,5,AWD,F - Luxury,5139,2005,1464,Liftback Sedan,https://ev-database.org/car/2141/Lotus-Emeya,15.08460948,6.562980641,8.608,11.50092937
Lotus,Emeya R,256,99.0,236.0,985,465,2.8,240.0,CCS,1225,509,5,AWD,F - Luxury,5139,2005,1464,Liftback Sedan,https://ev-database.org/car/2143/Lotus-Emeya-R,15.08460948,6.562980641,8.608,11.50092937
Lotus,Emeya S,250,99.0,2398.0,710,520,4.2,240.0,CCS,2250,509,5,AWD,F - Luxury,5139,2005,1464,Liftback Sedan,https://ev-database.org/car/2142/Lotus-Emeya-S,15.08460948,6.562980641,8.608,11.50092937
Lucid,Air Grand Touring,270,112.0,6600.0,1200,665,3.0,184.0,CCS,0,456,5,AWD,F - Luxury,4975,1939,1410,Sedan,https://ev-database.org/car/1316/Lucid-Air-Grand-Touring,13.60160025,8.234325222,8.324,13.45506968
Lucid,Air Pure RWD,200,92.0,5400.0,528,565,4.7,160.0,CCS,0,456,5,RWD,F - Luxury,4975,1939,1410,Sedan,https://ev-database.org/car/2116/Lucid-Air-Pure-RWD,13.60160025,6.763910004,8.324,11.05237866
Lucid,Air Touring,250,92.0,5400.0,528,580,3.2,160.0,CCS,0,456,5,AWD,F - Luxury,4975,1939,1410,Sedan,https://ev-database.org/car/1317/Lucid-Air-Touring,13.60160025,6.763910004,8.324,11.05237866
Lynk&Co,2,180,65.0,343.0,343,370,5.5,90.0,CCS,1600,410,5,RWD,JC - Medium,4460,1845,1573,SUV,https://ev-database.org/car/3045/LynkCo-02,12.9437451,5.021730535,7.878,8.250825083
MG,Cyberster GT,200,74.0,261.0,725,395,3.2,85.0,CCS,1600,249,2,AWD,G - Sports,4535,1913,1329,Cabriolet,https://ev-database.org/car/2203/MG-Cyberster-GT,11.5296797,6.418218195,7.777,9.515237238
MG,Cyberster Trophy,195,74.0,234.0,475,425,5.0,85.0,CCS,1371,249,2,RWD,G - Sports,4535,1913,1329,Cabriolet,https://ev-database.org/car/2202/MG-Cyberster-Trophy,11.5296797,6.418218195,7.777,9.515237238
MG,4 Electric 51 kWh,160,51.0,104.0,250,300,7.7,68.0,CCS,500,363,5,RWD,C - Medium,4287,1836,1504,Hatchback,https://ev-database.org/car/1707/MG-MG4-Electric-51-kWh,11.83788173,4.308203205,7.627,6.686770683
MG,4 Electric 64 kWh,160,62.0,104.0,250,360,7.9,116.0,CCS,500,363,5,RWD,C - Medium,4287,1836,1504,Hatchback,https://ev-database.org/car/1708/MG-MG4-Electric-64-kWh,11.83788173,5.237423504,7.627,8.12901534
MG,4 Electric 77 kWh,180,74.0,163.0,350,425,6.5,110.0,CCS,500,363,5,RWD,C - Medium,4287,1836,1516,Hatchback,https://ev-database.org/car/1973/MG-MG4-Electric-77-kWh,11.93233291,6.201637228,7.639,9.687131824
MG,4 Electric XPOWER,200,62.0,104.0,600,320,3.8,116.0,CCS,500,363,5,AWD,C - Medium,4287,1836,1516,Hatchback,https://ev-database.org/car/1944/MG-MG4-Electric-XPOWER,11.93233291,5.195966326,7.639,8.116245582
MG,5 Electric Long Range,185,57.0,164.0,280,335,7.7,60.0,CCS,500,479,5,FWD,C - Medium,4600,1818,1543,Station/Estate,https://ev-database.org/car/1474/MG-MG5-Electric-Long-Range,12.9038004,4.417303293,7.961,7.159904535
MG,5 Electric Standard Range,185,46.0,164.0,280,265,7.7,53.0,CCS,500,479,5,FWD,C - Medium,4600,1818,1543,Station/Estate,https://ev-database.org/car/1646/MG-MG5-Electric-Standard-Range,12.9038004,3.564841254,7.961,5.778168572
MG,S5  EV 49 kWh,170,47.0,112.0,250,275,8.0,80.0,CCS,750,453,5,RWD,JC - Medium,4476,1849,1621,SUV,https://ev-database.org/car/3146/MG-MGS5--EV-49-kWh,13.415597,3.503384902,7.946,5.914925749
MG,S5  EV 64 kWh,190,62.0,167.0,350,365,6.3,90.0,CCS,750,453,5,RWD,JC - Medium,4476,1849,1621,SUV,https://ev-database.org/car/3147/MG-MGS5--EV-64-kWh,13.415597,4.621486467,7.946,7.802668009
MG,ZS EV Long Range,175,68.0,163.0,280,370,8.4,82.0,CCS,500,448,5,FWD,JB - Compact,4323,1809,1649,SUV,https://ev-database.org/car/1541/MG-ZS-EV-Long-Range,12.89568624,5.273081147,7.781,8.739236602
MG,ZS EV Standard Range,175,49.0,163.0,280,265,8.6,50.0,CCS,500,448,5,FWD,JB - Compact,4323,1809,1649,SUV,https://ev-database.org/car/1540/MG-ZS-EV-Standard-Range,12.89568624,3.799720238,7.781,6.297391081
Maserati,GranCabrio Folgore,290,83.0,3390.0,1350,395,2.8,190.0,CCS,643,151,4,AWD,F - Luxury,4966,1957,1365,Cabriolet,https://ev-database.org/car/2187/Maserati-GranCabrio-Folgore,13.26570063,6.256737003,8.288,10.01447876
Maserati,GranTurismo Folgore,325,83.0,3934.0,1350,420,2.7,217.0,CCS,643,270,4,AWD,F - Luxury,4959,1957,1353,Coupe,https://ev-database.org/car/1803/Maserati-GranTurismo-Folgore,13.13054434,6.321139311,8.269,10.03748942
Maserati,Grecale Folgore,220,95.0,367.0,820,400,4.1,110.0,CCS,1800,535,5,AWD,JE - Executive,4865,1948,1651,SUV,https://ev-database.org/car/1843/Maserati-Grecale-Folgore,15.64656002,6.071622125,8.464,11.22400756
Maxus,MIFA 9,180,84.0,199.0,350,365,9.2,103.0,CCS,1000,412,7,FWD,N - Passenger Van,5270,2000,1840,Small Passenger Van,https://ev-database.org/car/1837/Maxus-MIFA-9,19.3936,4.331325798,9.11,9.220636663
Mazda,6e 68.8 kWh,175,66.0,289.0,320,390,7.6,120.0,CCS,1500,456,5,RWD,D - Large,4921,1890,1491,Liftback Sedan,https://ev-database.org/car/3107/Mazda-6e-688-kWh,13.86732879,4.759388127,8.302,7.949891592
Mazda,6e Long Range 80 kWh,175,75.0,289.0,320,440,7.8,70.0,CCS,1500,456,5,RWD,D - Large,4921,1890,1491,Liftback Sedan,https://ev-database.org/car/3108/Mazda-6e-Long-Range-80-kWh,13.86732879,5.408395599,8.302,9.033967719
